Date,Open,High,Low,Close,Adj Close,Volume
2019-01-08,null,null,null,null,null,null
2019-01-09,5838.399902,5854.799805,5817.100098,5853.899902,5853.899902,651778300
2019-01-10,5853.899902,5867.399902,5834.799805,5834.799805,5834.799805,513356300
2019-01-13,5834.799805,5862.000000,5817.399902,5833.200195,5833.200195,469710200
2019-01-14,5833.200195,5871.799805,5833.100098,5871.799805,5871.799805,606676200
2019-01-15,5871.799805,5893.700195,5863.299805,5893.700195,5893.700195,689076100
2019-01-16,5893.700195,5915.899902,5891.399902,5909.799805,5909.799805,628239100
2019-01-17,5909.799805,5948.200195,5909.799805,5941.200195,5941.200195,595726800
2019-01-20,5941.200195,5975.600098,5941.200195,5953.500000,5953.500000,507831700
2019-01-21,5953.500000,5953.500000,5917.500000,5924.299805,5924.299805,490883600
2019-01-22,5924.299805,5925.899902,5897.700195,5908.700195,5908.700195,648020900
2019-01-23,5909.399902,5930.500000,5905.799805,5930.500000,5930.500000,692021800
2019-01-24,5930.500000,5979.899902,5929.399902,5971.100098,5971.100098,809421100
2019-01-28,5971.200195,5973.000000,5928.600098,5939.500000,5939.500000,851154800
2019-01-29,5939.500000,5977.500000,5932.799805,5951.200195,5951.200195,843884900
2019-01-30,5951.200195,5978.799805,5937.299805,5937.299805,5937.299805,1117877000
2019-01-31,5937.299805,5953.299805,5930.399902,5935.299805,5935.299805,890097900
2019-02-03,5935.299805,5969.799805,5924.500000,5963.000000,5963.000000,729429100
2019-02-04,5963.000000,6099.000000,5963.000000,6068.100098,6068.100098,890426900
2019-02-05,6068.100098,6108.000000,6059.299805,6091.799805,6091.799805,692964900
2019-02-06,6091.799805,6171.799805,6091.799805,6159.100098,6159.100098,854542500
2019-02-07,6159.100098,6159.100098,6119.399902,6136.200195,6136.200195,804678700
